alpha,n_clusters,latent_weight,dim,age_weight,C,age_assort,phq9_assort,gamma,ks
0.51318359375,4,19.10498046875,6,2.56103515625,0.08572977022977023,-0.006291707673950759,-0.019835495515794704,12.090644653368349,0.15071060613566978
3.04443359375,4,19.10498046875,6,2.56103515625,0.3050296925296924,0.13622555400031935,0.015844238999373206,4.486859464480093,0.18628588406607863
0.51318359375,7,19.10498046875,6,2.56103515625,0.09102730602730601,0.08032980365108809,0.03991464758595608,8.643888607754874,0.11835198532732671
0.51318359375,4,18.22900390625,6,2.56103515625,0.08606310356310357,-0.005042008865889708,-0.019564045262546122,12.090644653368349,0.15071060613566978
0.51318359375,4,19.10498046875,4,2.56103515625,0.09357070707070701,0.05370112996103114,-0.0041175589768119945,9.365164052017496,0.16237752234621805
0.51318359375,4,19.10498046875,6,4.61767578125,0.08412659562659565,-0.0034246934425750312,-0.023720837555974796,9.54988839491943,0.169783081288031
3.04443359375,7,18.22900390625,4,4.61767578125,0.33970818070818076,0.41726524963021117,-0.028735776482340054,7.238836421232218,0.16747140654683973
2.76318359375,8,9.35498046875,4,4.81103515625,0.25297402597402585,0.5500234390695797,-0.07030972530096867,6.019396015187961,0.15940654750539796
0.79443359375,8,9.35498046875,4,4.81103515625,0.07071067821067822,0.1108106913002038,-0.10457477702831967,6.6818196670078835,0.13137015872115865
2.76318359375,3,9.35498046875,4,4.81103515625,0.24987590187590175,0.6619133593244868,0.022707598173604966,52.717374850145454,0.21111322568397994
2.76318359375,8,8.47900390625,4,4.81103515625,0.2352914862914862,0.5634223624464694,-0.06950701346535805,7.2848956248292716,0.18865562925762525
2.76318359375,8,9.35498046875,6,4.81103515625,0.31276012876012865,0.4469908989368604,0.02995824909283349,8.082302923826209,0.1811520996509139
2.76318359375,8,9.35498046875,4,2.36767578125,0.26201171051171046,0.3140436657752996,-0.0403902166419136,36.91651178178549,0.16418791449000025
0.79443359375,3,8.47900390625,6,2.36767578125,0.049841047841047835,-0.03777288482282694,-0.005603035553893012,6.370447821967798,0.16301577491123798
3.88818359375,2,14.22998046875,5,3.68603515625,0.21577655677655674,0.4905303632765784,0.01870863334485243,5.7149247320454055,0.15075373267901138
1.91943359375,2,14.22998046875,5,3.68603515625,0.13261399711399705,0.2807832818758818,0.04583182594556933,6.211799069382765,0.14722719050419958
3.88818359375,9,14.22998046875,5,3.68603515625,0.4084528804528803,0.3319648369737029,-0.018792523706591804,8.567088245106222,0.17051250700987214
3.88818359375,2,3.60400390625,5,3.68603515625,0.2587272727272726,0.8515117292857919,0.07905806774126647,7.255504908933862,0.18988386647028377
3.88818359375,2,14.22998046875,5,3.68603515625,0.21577655677655674,0.4905303632765784,0.01870863334485243,5.7149247320454055,0.15075373267901138
3.88818359375,2,14.22998046875,5,1.24267578125,0.22684448884448882,0.12242417474253052,0.07754500824888304,15.68050587929161,0.186643854378582
1.91943359375,9,3.60400390625,5,1.24267578125,0.15369785769785763,0.21360899299882882,0.10825669682760398,5.683527546543833,0.12891962654619205
1.63818359375,6,4.47998046875,3,1.43603515625,0.13346314796314795,0.3127492644987712,0.10295670026597899,11.528066466054446,0.1667142565475479
